nameLabel,seriesLabel,plateformLabel,pub_year,publisherLabel,developerLabel,website,esrbLabel,pegiLabel,bnf,musicbrainz
Tales of Destiny,Tales of,PlayStation 2,2006,Namco Bandai Games,Namco Tales Studio,http://bandainamcoent.co.jp/cs/list/talesofdestiny/index.php,Teen,,,
Tales of Destiny,Tales of,PlayStation 2,2008,Namco,Namco Tales Studio,http://bandainamcoent.co.jp/cs/list/talesofdestiny/index.php,Teen,,,
Tales of Destiny,Tales of,PlayStation 2,2008,Namco Bandai Games,Namco Tales Studio,http://bandainamcoent.co.jp/cs/list/talesofdestiny/index.php,Teen,,,
Far Cry,Far Cry,PlayStation 3,2004,Ubisoft,Crytek,http://www.farcrygame.com,Mature 17+,PEGI 16,,
Far Cry,Far Cry,Xbox 360,2004,Ubisoft,Crytek,http://www.farcrygame.com,Mature 17+,PEGI 16,,
Mushihime-Sama,,PlayStation 2,2004,Cave,Cave,,,,,
Mushihime-Sama,,Xbox 360,2004,Cave,Cave,,,,,
Mushihime-Sama,,PlayStation 2,2015,Cave,Cave,,,,,
Mushihime-Sama,,Xbox 360,2015,Cave,Cave,,,,,
Street Fighter X Tekken,Street Fighter,PlayStation 3,2012,Capcom,Dimps,http://www.streetfighter.com/es/sfxtk/,Teen,PEGI 12,,
Street Fighter X Tekken,Street Fighter,Xbox 360,2012,Capcom,Dimps,http://www.streetfighter.com/es/sfxtk/,Teen,PEGI 12,,
Dragon Quest Swords : La Reine masquée et la tour des miroirs,Dragon Quest,Wii,2007,Square Enix,Genius Sonority,http://www.square-enix.co.jp/dragonquest/sword,,,,
Conflict: Desert Storm II,Q5160161,PlayStation 2,2003,SCi Entertainment,Pivotal Games,,,PEGI 16,,
Conflict: Desert Storm II,Q5160161,Xbox,2003,SCi Entertainment,Pivotal Games,,,PEGI 16,,
Lips,,Xbox 360,2008,Microsoft Studios,INiS,,,PEGI 12,,
L.A. Noire,,PlayStation 3,2011,Rockstar Games,Team Bondi,http://www.rockstargames.com/lanoire,Mature 17+,PEGI 18,,e800b5de-ecee-4c67-a7ef-23a432a86dd6
L.A. Noire,,Xbox 360,2011,Rockstar Games,Team Bondi,http://www.rockstargames.com/lanoire,Mature 17+,PEGI 18,,e800b5de-ecee-4c67-a7ef-23a432a86dd6
L.A. Noire,,PlayStation 3,2011,Rockstar Games,Team Bondi,http://www.rockstargames.com/lanoire,Mature 17+,PEGI 18,,e800b5de-ecee-4c67-a7ef-23a432a86dd6
L.A. Noire,,Xbox 360,2011,Rockstar Games,Team Bondi,http://www.rockstargames.com/lanoire,Mature 17+,PEGI 18,,e800b5de-ecee-4c67-a7ef-23a432a86dd6
God of War III,God of War,PlayStation 3,2010,Sony Interactive Entertainment,SCE Santa Monica Studio,http://www.godofwar.com/fr_FR/index.htm#Home,Mature 17+,PEGI 18,16649516s,
God of War III,God of War,PlayStation 3,2010,Sony Interactive Entertainment,SCE Santa Monica Studio,http://www.godofwar.com/fr_FR/index.htm#Home,Mature 17+,PEGI 18,16649516s,
God of War III,God of War,PlayStation 3,2010,Sony Interactive Entertainment,SCE Santa Monica Studio,http://www.godofwar.com/fr_FR/index.htm#Home,Mature 17+,PEGI 18,16649516s,
God of War III,God of War,PlayStation 3,2010,Sony Interactive Entertainment,SCE Santa Monica Studio,http://www.godofwar.com/fr_FR/index.htm#Home,Mature 17+,PEGI 18,16649516s,
Killzone,Killzone,PlayStation 2,2004,Sony Interactive Entertainment,Guerrilla Games,http://www.killzone.com/kz/mykillzone.psml,Mature 17+,PEGI 16,,
Killzone,Killzone,PlayStation 3,2004,Sony Interactive Entertainment,Guerrilla Games,http://www.killzone.com/kz/mykillzone.psml,Mature 17+,PEGI 16,,
Killzone,Killzone,PlayStation 2,2004,Sony Interactive Entertainment,Guerrilla Games,http://www.killzone.com/kz/mykillzone.psml,Mature 17+,PEGI 16,,
Killzone,Killzone,PlayStation 3,2004,Sony Interactive Entertainment,Guerrilla Games,http://www.killzone.com/kz/mykillzone.psml,Mature 17+,PEGI 16,,
Killzone,Killzone,PlayStation 2,2005,Sony Interactive Entertainment,Guerrilla Games,http://www.killzone.com/kz/mykillzone.psml,Mature 17+,PEGI 16,,
Killzone,Killzone,PlayStation 3,2005,Sony Interactive Entertainment,Guerrilla Games,http://www.killzone.com/kz/mykillzone.psml,Mature 17+,PEGI 16,,
Kane and Lynch: Dead Men,Q29037787,PlayStation 3,2007,Eidos Interactive,IO Interactive,http://web.archive.org/web/20080729224724/http://www.kaneandlynch.com/,Mature 17+,PEGI 18,,
Kane and Lynch: Dead Men,Q29037787,Xbox 360,2007,Eidos Interactive,IO Interactive,http://web.archive.org/web/20080729224724/http://www.kaneandlynch.com/,Mature 17+,PEGI 18,,
Sam and Max : Sauvez le monde,Sam and Max,Wii,2006,The Adventure Company,Telltale Games,http://www.telltalegames.com/samandmax,Teen,PEGI 12,,
Onimusha 2: Samurai's Destiny,Onimusha,PlayStation 2,2002,Capcom,Capcom,http://www.capcom.co.jp/oni-musha/onimusha2/,,,,4b5ff86f-ca20-3bae-9b01-4c506cd5d52f
Mario et Sonic aux Jeux olympiques de Londres 2012,,Wii,2011,Nintendo,Sega Sports R&D,http://www.olympicvideogames.com/mario-and-sonic-london-2012/,Everyone,PEGI 3,,
Scarface: The World Is Yours,,Wii,2006,Sierra Entertainment,Radical Entertainment,,Mature 17+,PEGI 18,,
Scarface: The World Is Yours,,PlayStation 2,2006,Sierra Entertainment,Radical Entertainment,,Mature 17+,PEGI 18,,
Scarface: The World Is Yours,,Xbox,2006,Sierra Entertainment,Radical Entertainment,,Mature 17+,PEGI 18,,
Le Parrain,,Wii,2006,Electronic Arts,Visceral Games,,Mature 17+,PEGI 18,,
Le Parrain,,PlayStation 2,2006,Electronic Arts,Visceral Games,,Mature 17+,PEGI 18,,
Le Parrain,,PlayStation 3,2006,Electronic Arts,Visceral Games,,Mature 17+,PEGI 18,,
Le Parrain,,Xbox 360,2006,Electronic Arts,Visceral Games,,Mature 17+,PEGI 18,,
Le Parrain,,Xbox,2006,Electronic Arts,Visceral Games,,Mature 17+,PEGI 18,,
Shadow the Hedgehog,Sonic,PlayStation 2,2005,Sega,Sega,,Everyone 10+,PEGI 12,,
Shadow the Hedgehog,Sonic,Xbox,2005,Sega,Sega,,Everyone 10+,PEGI 12,,
Mario et Sonic aux Jeux olympiques,,Wii,2007,Nintendo,Sega Sports R&D,http://www.nintendo.co.jp/wii/rwsj/index.html,Everyone,PEGI 3,,
Tales of Vesperia,Tales of,PlayStation 3,2008,Namco Bandai Games,Namco Tales Studio,http://tov.namco-ch.net/xbox,Teen,PEGI 12,,
Tales of Vesperia,Tales of,Xbox 360,2008,Namco Bandai Games,Namco Tales Studio,http://tov.namco-ch.net/xbox,Teen,PEGI 12,,
Lylat Wars,Star Fox,Wii,2003,Nintendo,Nintendo Entertainment Analysis and Development,http://f.starfox-online.net/archives/starFox64.comReconstructed/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2007,Nintendo,Nintendo Entertainment Analysis and Development,http://f.starfox-online.net/archives/starFox64.comReconstructed/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2007,Nintendo,Nintendo Entertainment Analysis and Development,http://f.starfox-online.net/archives/starFox64.comReconstructed/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2007,Nintendo,Nintendo Entertainment Analysis and Development,http://f.starfox-online.net/archives/starFox64.comReconstructed/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2008,Nintendo,Nintendo Entertainment Analysis and Development,http://f.starfox-online.net/archives/starFox64.comReconstructed/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2003,Nintendo,Nintendo Entertainment Analysis and Development,http://www.ique.com/games/41011.htm,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2007,Nintendo,Nintendo Entertainment Analysis and Development,http://www.ique.com/games/41011.htm,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2007,Nintendo,Nintendo Entertainment Analysis and Development,http://www.ique.com/games/41011.htm,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2007,Nintendo,Nintendo Entertainment Analysis and Development,http://www.ique.com/games/41011.htm,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2008,Nintendo,Nintendo Entertainment Analysis and Development,http://www.ique.com/games/41011.htm,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2003,Nintendo,Nintendo Entertainment Analysis and Development,http://www.nintendo.co.jp/n01/n64/software/nus_p_nfxj/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2007,Nintendo,Nintendo Entertainment Analysis and Development,http://www.nintendo.co.jp/n01/n64/software/nus_p_nfxj/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2007,Nintendo,Nintendo Entertainment Analysis and Development,http://www.nintendo.co.jp/n01/n64/software/nus_p_nfxj/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2007,Nintendo,Nintendo Entertainment Analysis and Development,http://www.nintendo.co.jp/n01/n64/software/nus_p_nfxj/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2008,Nintendo,Nintendo Entertainment Analysis and Development,http://www.nintendo.co.jp/n01/n64/software/nus_p_nfxj/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2003,Nintendo,Nintendo Entertainment Analysis and Development,http://www.nintendo.co.jp/wii/vc/vc_sf64/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2007,Nintendo,Nintendo Entertainment Analysis and Development,http://www.nintendo.co.jp/wii/vc/vc_sf64/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2007,Nintendo,Nintendo Entertainment Analysis and Development,http://www.nintendo.co.jp/wii/vc/vc_sf64/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2007,Nintendo,Nintendo Entertainment Analysis and Development,http://www.nintendo.co.jp/wii/vc/vc_sf64/,Everyone,PEGI 7,,
Lylat Wars,Star Fox,Wii,2008,Nintendo,Nintendo Entertainment Analysis and Development,http://www.nintendo.co.jp/wii/vc/vc_sf64/,Everyone,PEGI 7,,
Tom Clancy's EndWar,,PlayStation 3,2008,Ubisoft,Ubisoft,http://endwargame.us.ubi.com,Teen,PEGI 12,,
Tom Clancy's EndWar,,Xbox 360,2008,Ubisoft,Ubisoft,http://endwargame.us.ubi.com,Teen,PEGI 12,,
Tom Clancy's EndWar,,PlayStation 3,2008,Ubisoft,Ubisoft,http://endwargame.us.ubi.com,Teen,PEGI 16,,
Tom Clancy's EndWar,,Xbox 360,2008,Ubisoft,Ubisoft,http://endwargame.us.ubi.com,Teen,PEGI 16,,
Devil May Cry,Devil May Cry,PlayStation 2,2001,Capcom,Capcom,http://www.capcom.co.jp/devil/,Mature 17+,PEGI 16,,
Devil May Cry,Devil May Cry,PlayStation 3,2001,Capcom,Capcom,http://www.capcom.co.jp/devil/,Mature 17+,PEGI 16,,
Devil May Cry,Devil May Cry,Xbox 360,2001,Capcom,Capcom,http://www.capcom.co.jp/devil/,Mature 17+,PEGI 16,,
Conker's Bad Fur Day,Conker,Xbox,2001,Amérique du Nord,Rare,,Mature 17+,PEGI 18,,c9b75a92-5a0a-4bd4-97fa-0b35a3f107da
Counter-Strike: Global Offensive,Counter-Strike,PlayStation 3,2012,Valve Corporation,Valve Corporation,http://blog.counter-strike.net/,Mature 17+,PEGI 18,,
Counter-Strike: Global Offensive,Counter-Strike,Xbox 360,2012,Valve Corporation,Valve Corporation,http://blog.counter-strike.net/,Mature 17+,PEGI 18,,
Counter-Strike: Global Offensive,Counter-Strike,PlayStation 3,2012,Valve Corporation,Hidden Path Entertainment,http://blog.counter-strike.net/,Mature 17+,PEGI 18,,
Counter-Strike: Global Offensive,Counter-Strike,Xbox 360,2012,Valve Corporation,Hidden Path Entertainment,http://blog.counter-strike.net/,Mature 17+,PEGI 18,,
FIFA 08,FIFA Football,Wii,2007,EA Sports,EA Canada,,Everyone,PEGI 3,,
FIFA 08,FIFA Football,PlayStation 2,2007,EA Sports,EA Canada,,Everyone,PEGI 3,,
FIFA 08,FIFA Football,PlayStation 3,2007,EA Sports,EA Canada,,Everyone,PEGI 3,,
FIFA 08,FIFA Football,Xbox 360,2007,EA Sports,EA Canada,,Everyone,PEGI 3,,
Dead Space 2,Q1180862,PlayStation 3,2011,Electronic Arts,Visceral Games,http://deadspace.ea.com,Mature 17+,PEGI 18,,
Dead Space 2,Q1180862,Xbox 360,2011,Electronic Arts,Visceral Games,http://deadspace.ea.com,Mature 17+,PEGI 18,,
Death Crimson OX,,PlayStation 2,2001,Q5333197,Q5333197,,,,,
Ys: The Ark of Napishtim,Ys,PlayStation 2,2003,Nihon Falcom,Nihon Falcom,http://www.konami.jp/ys-napishtim/top.html,,PEGI 7,,
Tom Clancy's H.A.W.X,,PlayStation 3,2009,Ubisoft,Ubisoft Romania,http://www.hawxgame.com/,Teen,PEGI 12,,
Tom Clancy's H.A.W.X,,Xbox 360,2009,Ubisoft,Ubisoft Romania,http://www.hawxgame.com/,Teen,PEGI 12,,
Super Smash Bros. Brawl,Super Smash Bros.,Wii,2008,Nintendo,Sora,http://www.smashbros.com/wii/,Teen,PEGI 12,,
The Legend of Heroes: Trails in the Sky,Q906030,PlayStation 3,2004,Nihon Falcom,Nihon Falcom,,,,,
Kingdom Hearts: Chain of Memories,Kingdom Hearts,PlayStation 2,2004,Square Enix,Jupiter,http://na.square-enix.com/games/kingdomhearts/khcom/,Everyone,PEGI 3,,
Kingdom Hearts: Chain of Memories,Kingdom Hearts,PlayStation 3,2004,Square Enix,Jupiter,http://na.square-enix.com/games/kingdomhearts/khcom/,Everyone,PEGI 3,,
Forza Motorsport 3,Forza Motorsport,Xbox 360,2009,Microsoft Studios,Turn 10 Studios,http://www.forzamotorsport.net/,Everyone,PEGI 3,,
Under Defeat,,PlayStation 3,2005,Sega,G.rev,http://www.grev.co.jp/udhd/index.html,,,,
Under Defeat,,Xbox 360,2005,Sega,G.rev,http://www.grev.co.jp/udhd/index.html,,,,
Neon Genesis Evangelion 2,,PlayStation 2,2003,Bandai,Alfa System,,,,,
Wii Fit Plus,Wii (série),Wii,2009,Nintendo,Nintendo Entertainment Analysis and Development,http://wiifit.com/,Everyone,PEGI 3,,
Rayman Prod' présente : The Lapins Crétins Show,Lapins crétins,Wii,2008,Ubisoft,Ubisoft Paris,,,,,
Rayman Prod' présente : The Lapins Crétins Show,Rayman,Wii,2008,Ubisoft,Ubisoft Paris,,,,,
Resident Evil: The Darkside Chronicles,Resident Evil,Wii,2009,Japon,Capcom,http://www.residentevil.com/darkside,Mature 17+,PEGI 18,,
Resident Evil: The Darkside Chronicles,Resident Evil,PlayStation 3,2009,Japon,Capcom,http://www.residentevil.com/darkside,Mature 17+,PEGI 18,,
Devil Kings,,PlayStation 2,2005,Capcom,Capcom,,Teen,,,
Devil Kings,,PlayStation 3,2005,Capcom,Capcom,,Teen,,,
Bionicle Heroes,,Wii,2006,Eidos Interactive,TT Games,http://www.bionicleheroes.com/,,,,
Bionicle Heroes,,PlayStation 2,2006,Eidos Interactive,TT Games,http://www.bionicleheroes.com/,,,,
Bionicle Heroes,,Xbox 360,2006,Eidos Interactive,TT Games,http://www.bionicleheroes.com/,,,,
Demon's Souls,Q20874570,PlayStation 3,2009,Sony,From Software,http://www.jp.playstation.com/scej/title/demons-souls/,Mature 17+,PEGI 16,,
Demon's Souls,Q20874570,PlayStation 3,2009,Sony,From Software,http://www.jp.playstation.com/scej/title/demons-souls/,Mature 17+,PEGI 18,,
DJ Hero,Guitar Hero,Wii,2009,Activision,FreeStyleGames,,Teen,PEGI 12,,
DJ Hero,Guitar Hero,PlayStation 2,2009,Activision,FreeStyleGames,,Teen,PEGI 12,,
DJ Hero,Guitar Hero,PlayStation 3,2009,Activision,FreeStyleGames,,Teen,PEGI 12,,
DJ Hero,Guitar Hero,Xbox 360,2009,Activision,FreeStyleGames,,Teen,PEGI 12,,
Valkyria Chronicles,Q11496045,PlayStation 3,2008,Sega,Sega Wow,,Teen,PEGI 16,,
Hydrophobia,,PlayStation 3,2010,Microsoft Studios,Q5223216,,,,,
Hydrophobia,,Xbox 360,2010,Microsoft Studios,Q5223216,,,,,
XIII,,PlayStation 2,2003,Ubisoft,Ubisoft Paris,,,PEGI 16,,
XIII,,Xbox,2003,Ubisoft,Ubisoft Paris,,,PEGI 16,,
Vietcong,,PlayStation 2,2003,Gathering of Developers,Pterodon,,,,,
TOCA Race Driver,,PlayStation 2,2002,Codemasters,Codemasters,,Teen,PEGI 12,,
TOCA Race Driver,,Xbox,2002,Codemasters,Codemasters,,Teen,PEGI 12,,
Tropico 4,Q10385102,Xbox 360,2011,Kalypso Media,Haemimont Games,http://home.worldoftropico.com/us/index.php,Teen,PEGI 16,,
Londres 2012,,PlayStation 3,2012,Sega,Creative Assembly,,Everyone,PEGI 3,,
Londres 2012,,Xbox 360,2012,Sega,Creative Assembly,,Everyone,PEGI 3,,
Ace Combat 6: Fires of Liberation,Ace Combat (série),Xbox 360,2007,Namco Bandai Games,Namco,http://www.acecombat.jp/ace6/index.html,Teen,PEGI 12,,
Uncharted Waters Online,,PlayStation 3,2007,Koei,Koei,http://www.gamecity.ne.jp/dol/,,,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Activision,Treyarch,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Activision,Treyarch,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Activision,Treyarch,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Square Enix,Treyarch,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Square Enix,Treyarch,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Square Enix,Treyarch,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Activision,Infinity Ward,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Activision,Infinity Ward,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Activision,Infinity Ward,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Square Enix,Infinity Ward,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Square Enix,Infinity Ward,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Square Enix,Infinity Ward,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Activision,Raven Software,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Activision,Raven Software,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Activision,Raven Software,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Square Enix,Raven Software,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Square Enix,Raven Software,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Square Enix,Raven Software,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Activision,Sledgehammer Games,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Activision,Sledgehammer Games,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Activision,Sledgehammer Games,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Square Enix,Sledgehammer Games,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Square Enix,Sledgehammer Games,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Square Enix,Sledgehammer Games,http://callofduty.com/mw3,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Activision,Treyarch,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Activision,Treyarch,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Activision,Treyarch,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Square Enix,Treyarch,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Square Enix,Treyarch,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Square Enix,Treyarch,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Activision,Infinity Ward,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Activision,Infinity Ward,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Activision,Infinity Ward,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Square Enix,Infinity Ward,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Square Enix,Infinity Ward,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Square Enix,Infinity Ward,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Activision,Raven Software,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Activision,Raven Software,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Activision,Raven Software,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Square Enix,Raven Software,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Square Enix,Raven Software,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Square Enix,Raven Software,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Activision,Sledgehammer Games,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Activision,Sledgehammer Games,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Activision,Sledgehammer Games,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Wii,2011,Square Enix,Sledgehammer Games,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,PlayStation 3,2011,Square Enix,Sledgehammer Games,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 3,Call of Duty,Xbox 360,2011,Square Enix,Sledgehammer Games,http://callofduty.com/mw3,Mature 17+,PEGI 18,,
Call of Duty: Modern Warfare 2,Call of Duty,PlayStation 3,2009,Activision,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,Xbox 360,2009,Activision,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,PlayStation 3,2009,Square Enix,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,Xbox 360,2009,Square Enix,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,PlayStation 3,2009,Activision,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,Xbox 360,2009,Activision,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,PlayStation 3,2009,Square Enix,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,Xbox 360,2009,Square Enix,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,PlayStation 3,2009,Activision,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,Xbox 360,2009,Activision,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,PlayStation 3,2009,Square Enix,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,Xbox 360,2009,Square Enix,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,PlayStation 3,2009,Activision,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,Xbox 360,2009,Activision,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,PlayStation 3,2009,Square Enix,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,Xbox 360,2009,Square Enix,Infinity Ward,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,PlayStation 3,2009,Activision,Aspyr,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,Xbox 360,2009,Activision,Aspyr,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,PlayStation 3,2009,Square Enix,Aspyr,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,Xbox 360,2009,Square Enix,Aspyr,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
Call of Duty: Modern Warfare 2,Call of Duty,PlayStation 3,2009,Activision,Aspyr,http://www.modernwarfare2.com/,Mature 17+,PEGI 16,,
